id,match_type,similarity,similarity_offset,vec_sim,hybrid_sim,levenshtein,stoilos,fuzzy_score,metriclcs,tfidf_cosine,dice,monge_elkan,parent_overlap,children_overlap,avg_context_overlap,prefix_overlap,suffix_overlap,context_string_overlap,context_string_overlap_offset,has_parents,has_children,depth_difference,class
CMT-Meta-Review-EKAW-Review,Type2,0.8529,0.239,0.3596,0,0.5455,0.8529,0.5161,0.5455,0,0.6154,1,0.2714,0,0.0905,0.0,1.0,0.5199,-0.4801,both,one,0.33333333333333337,N
CMT-ConferenceChair-EKAW-Conference,Type2,0.94,0.0919,0.5587,0.5587,0.625,0.94,0.6087,0.625,0.7071,0.7273,0.7746,0.2132,0,0.1401,1.0,0.0,0.2132,0.0001,both,none,0.0,N
CMT-Reviewer-EKAW-Review,Type2,0.9571,0.1238,0.3868,0.3868,0.75,0.9571,0.7273,0.75,0,0.8,1,0.1683,0.182,0.2038,1.0,0.0,0.2554,-0.0313,both,both,0.08333333333333337,N
CMT-PaperAbstract-EKAW-Abstract,Type2,0.881,0.0143,0.6402,0.6402,0.5714,0.881,0.5,0.5714,0.8293,0.6667,0.7746,0.4488,0,0.2788,0.0,1.0,0.1909,-0.341,both,one,0.33333333333333337,N
CMT-ConferenceMember-EKAW-Conference,Type2,0.9308,0.096,0.5257,0.5257,0.5882,0.9308,0.5714,0.5882,0.6469,0.6957,0.8165,0.1163,0,0.1078,1.0,0.0,0.1736,0.0089,both,one,0.33333333333333337,N
CMT-Meta-Review-EKAW-Negative_Review,Type4,0.5967,0,0.373,0,0.5333,0.5967,0,0.5333,0,0.3636,0.7706,1,0,0.3333,0.0,0.5454545454545454,1,0,both,none,0.0,N
CMT-Chairman-EKAW-Student,Type4,0.5,0,0.0406,0.0406,0,0,0,0.125,0,0,0.1429,1,0,0.5727,0.0,0.0,1,0,both,none,0.0,N
CMT-ExternalReviewer-EKAW-Student,Type4,0.5,0,0.1375,0.1375,0.1176,0,0,0.1765,0,0,0.1956,1,0,0.5727,0.0,0.0,1,0,both,none,0.0,N
CMT-ConferenceChair-EKAW-Presenter,Type4,0.359,0,0.2101,0.2101,0.3125,0,0,0.3125,0,0,0.2166,0.718,0,0.4291,0.0,0.1111111111111111,0.5032,0.0193,both,one,0.25,N
CMT-ProgramCommitteeMember-EKAW-Conference_Participant,Type4,0.7734,0.1289,0.2876,0.2876,0.0833,0,0.0571,0.25,0,0,0.2651,1,0.5468,0.7213,0.0,0.0,0.4517,-0.0362,both,both,0.0,N
CMT-Reviewer-EKAW-OC_Member,Type4,0.422,0.0295,0.1273,0.1273,0.3333,0,0,0.3333,0,0,0.2357,0.718,0.126,0.5121,0.0,0.25,0.3736,0.0301,both,both,0.0,N
CMT-Meta-Reviewer-EKAW-PC_Member,Type4,0.25,-0.3052,0.1069,0,0.2308,0,0,0.3077,0,0,0.2357,0.5,0,0.1667,0.0,0.2222222222222222,0.1808,-0.206,both,one,0.25,N
CMT-Author-EKAW-Presenter,Type4,0.4689,0.0418,0.282,0.282,0.1111,0,0,0.2222,0,0,0.1667,0.718,0.2197,0.5434,0.0,0.16666666666666666,0.3164,0.019,both,both,0.0,N
CMT-PaperAbstract-EKAW-Demo_Paper,Type4,0.5777,0.0777,0.5458,0.5458,0.1429,0.5777,0,0.3571,0.2568,0.3,0.6124,1,0,0.4829,0.0,0.0,1,0,both,none,0.0,N
CMT-ProgramCommitteeChair-EKAW-OC_Chair,Type4,0.5618,-0.0321,0.4515,0.4515,0.3478,0.5618,0.2687,0.3478,0.3294,0.2963,0.7071,0.4559,0,0.152,0.0,0.75,0.4559,0.0322,both,none,0.0,N
CMT-AssociatedChair-EKAW-Presenter,Type4,0.359,0,0.1743,0.1743,0.1875,0,0,0.25,0,0,0.2166,0.718,0,0.4702,0.0,0.1111111111111111,0.5032,0.0193,both,one,0.25,N
CMT-User-EKAW-Conference_Participant,Type4,0.641,0.0465,0.1568,0.1568,0.0909,0,0,0.0909,0,0,0.433,1,0.282,0.6251,0.0,0.0,0.2278,-0.1874,both,both,0.0,N
CMT-AuthorNotReviewer-IASTED-Reviewer,Type1,0.82,-0.0365,0.4764,0.4764,0.4211,0.82,0.3636,0.4211,0.4666,0.5217,0.6236,0.2934,0,0.2332,0.0,1.0,0.2934,-0.0061,both,none,0.0,N
CMT-Person-IASTED-Person,Type1,1,0.6465,1,1,1,1,1,1,1,1,1,0,0.3562,0.1187,1.0,1.0,0.2275,0.0247,none,both,0.0,Y
CMT-ExternalReviewer-IASTED-Reviewer,Type1,0.8333,0.0606,0.5564,0.5564,0.4706,0.8333,0.4082,0.4706,0.5588,0.5714,0.7906,0.2118,0,0.12,0.0,1.0,0.2118,0.0023,both,none,0.0,N
CMT-ConferenceChair-IASTED-Session_chair,Type1,0.6924,-0.1557,0.6924,0.6924,0.4375,0.4793,0,0.5,0.5423,0.32,0.6429,0.284,0,0.2466,0.0,0.46153846153846156,0.284,0.1875,both,none,0.0,N
CMT-Reviewer-IASTED-Reviewer,Type1,1,0.0429,1,1,1,1,1,1,1,1,1,0.2722,0,0.4241,1.0,1.0,0.148,0.0343,both,one,0.25,Y
CMT-Author-IASTED-Author,Type1,1,0.5342,1,1,1,1,1,1,1,1,1,0.2722,0.4446,0.5722,1.0,1.0,0.3843,0.0248,both,both,0.050000000000000044,Y
CMT-Review-IASTED-Review,Type1,1,0.0429,1,1,1,1,1,1,1,1,1,1,0,0.431,1.0,1.0,0.342,0.3065,both,one,0.33333333333333337,Y
CMT-Conference-IASTED-Conference_hotel,Type1,0.94,0,0.6073,0.6073,0.625,0.94,0.6087,0.625,0.6388,0.7273,0.7746,0,0,0,1.0,0.0,0,0,one,none,0.0,N
CMT-Document-IASTED-Document,Type1,1,0.1522,1,1,1,1,1,1,1,1,1,0,1,0.3333,1.0,1.0,0.2144,0.017,one,both,0.3333333333333333,N
CMT-PaperFullVersion-IASTED-Full_day_tour,Type1,0.4191,0.1385,0.4191,0.4191,0.2778,0.4005,0.25,0.3333,0.4023,0.2222,0.5278,0.0642,0,0.0268,0.0,0.0,0.0642,-0.113,both,none,0.0,N
CMT-AssociatedChair-IASTED-Session_chair,Type1,0.5693,0.2715,0.5693,0.5693,0.5,0.4793,0.0435,0.5625,0.4285,0.32,0.6786,0.284,0,0.2813,0.0,0.46153846153846156,0.284,0.0208,both,none,0.0,N
CMT-Paper-IASTED-Document,Type1,0.4488,0.0929,0.4488,0.4488,0.125,0,0,0.125,0,0,0.2,0.2248,0.293,0.2526,0.0,0.0,0.2459,-0.0122,both,both,0.0,N
CMT-ProgramCommitteeMember-IASTED-IASTED_member,Type1,0.4842,-0.0469,0.4559,0.4559,0.4167,0.4842,0.0143,0.4167,0.4527,0.303,0.5774,0.284,0,0.3255,0.0,0.5384615384615384,0.2248,-0.0962,both,one,0.33333333333333337,N
CMT-ProgramCommittee-IASTED-Social_program,Type1,0.5981,0.1298,0.5571,0.5571,0.1765,0.5981,0,0.4118,0.5,0.3704,0.5833,0,0,0,0.0,0.0,0,0,one,one,0.25,N
CMT-ConferenceMember-IASTED-Conference_hotel,Type1,0.8185,-0.0162,0.6073,0.6073,0.7059,0.8185,0.6327,0.7059,0.4133,0.6207,0.6325,0.1575,0,0.1265,0.6875,0.0,0.1074,0.0288,both,one,0.33333333333333337,N
CMT-ProgramCommitteeChair-IASTED-Session_chair,Type1,0.5026,-0.0376,0.5026,0.5026,0.3043,0.4201,0,0.3043,0.4428,0.25,0.5292,0.2191,0,0.073,0.0,0.46153846153846156,0.2191,0.019,both,none,0.0,N
CMT-AuthorNotReviewer-IASTED-Author,Type2,0.8565,0.0365,0.4761,0.4761,0.3158,0.8565,0.2909,0.3158,0.55,0.381,0.7071,0.2934,0,0.1484,1.0,0.16666666666666666,0.2995,0.0061,both,one,0.19999999999999996,N
CMT-Meta-Review-IASTED-Review,Type2,0.8529,0.1051,0.3596,0,0.5455,0.8529,0.5161,0.5455,0,0.6154,1,0.2714,0,0.0905,0.0,1.0,0.2714,0.2714,both,none,0.0,N
CMT-ConferenceChair-IASTED-Conference_airport,Type2,0.9224,0.0319,0.5674,0.5674,0.6667,0.9224,0.7308,0.7778,0.3065,0.6667,0.8,0.142,0,0.1285,0.6875,0.0,0.142,0.0918,both,none,0.0,N
CMT-Conference-IASTED-Conference_days,Type2,0.95,0,0.536,0.536,0.6667,0.95,0.6512,0.6667,0.4334,0.7619,0.7071,0,0,0,1.0,0.0,0,0,one,one,0.33333333333333337,N
CMT-Co-author-IASTED-Author,Type2,0.9,0.3289,0.4062,0,0.6667,0.9,0.64,0.6667,0,0.7273,1,0.2934,0,0.2566,0.0,1.0,0.2995,0.2837,both,one,0.19999999999999996,N
CMT-Meta-Reviewer-IASTED-Reviewer,Type2,0.881,0.0652,0.4104,0,0.6154,0.881,0.5946,0.6154,0,0.7059,1,0.201,0,0.067,0.0,1.0,0.201,0.063,both,none,0.0,N
CMT-AuthorNotReviewer-IASTED-Author_book_proceedings_included,Type4,0.5139,-0.0081,0.4446,0.4446,0.4062,0.5139,0.2021,0.4062,0.2222,0.2128,0.5035,1,0,0.4359,0.3684210526315789,0.0,1,0,both,none,0.0,N
CMT-Paper-IASTED-Submission,Type4,0.6403,0.0485,0.1772,0.1772,0,0,0,0,0,0,0,1,0.2807,0.7602,0.0,0.0,0.4443,0.1576,both,both,0.08333333333333337,N
CMT-Person-IASTED-Building,Type4,0.3036,0.0115,0.1575,0.1575,0.125,0,0,0.125,0,0,0.1667,0,0.6073,0.2024,0.0,0.0,0.3949,0.0827,one,both,0.16666666666666663,N
CMT-Chairman-IASTED-Sponsor,Type4,0.5,0,0.2944,0.2944,0,0,0,0.125,0,0,0.1429,1,0,0.428,0.0,0.0,1,0.7856,both,none,0.0,N
CMT-Co-author-IASTED-Author_book_proceedings_included,Type4,0.518,-0.0109,0.4266,0,0.0938,0.518,0.1702,0.1875,0,0.2162,0.6095,1,0,0.4505,0.0,0.0,1,0,both,none,0.0,N
CMT-ExternalReviewer-IASTED-Sponsor,Type4,0.5,0,0.0797,0.0797,0.1176,0,0,0.1176,0,0,0.1429,1,0,0.4521,0.0,0.14285714285714285,1,0.7856,both,none,0.0,N
CMT-ConferenceChair-IASTED-One_conference_day,Type4,0.7476,0.4875,0.4207,0.4207,0.5556,0.7476,0.1731,0.6667,0.2788,0.6667,0.6939,0.536,0,0.1787,0.0,0.0,0.536,0.1611,both,none,0.0,N
CMT-ProgramCommitteeMember-IASTED-Delegate,Type4,0.7513,0.2513,0.2191,0.2191,0.125,0,0,0.1667,0,0,0.2293,1,0.5026,0.599,0.0,0.0,0.4553,0.1726,both,both,0.0,N
CMT-Reviewer-IASTED-Speaker,Type4,0.3472,0.0182,0.201,0.201,0.25,0,0,0.375,0,0,0.2857,0.284,0.4104,0.4623,0.0,0.2857142857142857,0.337,-0.083,both,both,0.0,N
CMT-Author-IASTED-Speaker,Type4,0.3802,-0.6198,0.2934,0.2934,0.1429,0,0,0.2857,0,0,0.1667,0.284,0.4764,0.4843,0.0,0.16666666666666666,0.4557,0.0714,both,both,0.0,N
CMT-Review-IASTED-Form,Type4,0.5643,0.0071,0.0732,0.0732,0,0,0,0.1667,0,0,0.25,1,0.1286,0.4739,0.0,0.0,0.2673,-0.1017,both,both,0.08333333333333337,N
CMT-PaperAbstract-IASTED-Submission,Type4,0.2244,0,0.1813,0.1813,0.0714,0,0.025,0.1429,0,0,0.0884,0.4488,0,0.2348,0.0,0.0,0.1841,-0.2647,both,one,0.25,N
CMT-ConferenceMember-IASTED-Delegate,Type4,0.8462,0.2429,0.284,0.284,0.1765,0,0,0.1765,0,0,0.1559,1,0.6924,0.6623,0.0,0.0,0.457,0.0784,both,both,0.0,N
CMT-ProgramCommitteeChair-IASTED-Dinner_banquet,Type4,0.2066,-0.0626,0.1841,0.1841,0.087,0,0,0.1739,0,0,0.1886,0.4131,0,0.1377,0.0,0.0,0.4131,0.1658,both,none,0.0,N
CMT-PaperFullVersion-IASTED-Submission,Type4,0.4195,0.1951,0.1327,0.1327,0.2778,0.4195,0.0192,0.2778,0,0.1667,0.3956,0.4488,0,0.2473,0.0,0.4,0.1841,-0.2647,both,one,0.25,N
CMT-AssociatedChair-IASTED-One_conference_day,Type4,0.268,0.008,0.0604,0.0604,0.1667,0,0.0192,0.2778,0,0,0.3103,0.536,0,0.1787,0.0,0.0,0.536,0.1611,both,none,0.0,N
CMT-User-IASTED-Delegate,Type4,0.6467,0.0433,0.1196,0.1196,0.125,0,0,0.125,0,0,0.25,1,0.2934,0.5293,0.0,0.0,0.2547,-0.3706,both,both,0.0,N
CMT-AuthorNotReviewer-SIGKDD-Author,Type1,0.8565,0.3132,0.4761,0.4761,0.3158,0.8565,0.2909,0.3158,0.55,0.381,0.7071,0.2934,0,0.1402,1.0,0.16666666666666666,0.3545,0.3545,both,one,0.25,N
CMT-Person-SIGKDD-Person,Type1,1,0.6465,1,1,1,1,1,1,1,1,1,0,0.331,0.1103,1.0,1.0,0.2526,0.0771,none,both,0.0,Y
CMT-ConferenceChair-SIGKDD-Conference_hall,Type1,0.8481,0.2505,0.6096,0.6096,0.8125,0.8481,0.7609,0.8125,0.449,0.6667,0.75,0.0965,0,0.0823,0.7333333333333333,0.0,0.0965,0.0965,both,none,0.0,N
CMT-Author-SIGKDD-Author,Type1,1,0.1105,1,1,1,1,1,1,1,1,1,0.2722,0.4114,0.3336,1.0,1.0,0.3881,0.0671,both,both,0.0,Y
CMT-Review-SIGKDD-Review,Type1,1,0.7286,1,1,1,1,1,1,1,1,1,1,0,0.6667,1.0,1.0,0.342,-0.1032,both,one,0.33333333333333337,Y
CMT-Conference-SIGKDD-Conference,Type1,1,0.05,1,1,1,1,1,1,1,1,1,0,0,0,1.0,1.0,1,1,none,none,0.0,Y
CMT-Document-SIGKDD-Document,Type1,1,0.5512,1,1,1,1,1,1,1,1,1,0,1,0.3333,1.0,1.0,0.7601,0.4,none,both,0.16666666666666669,Y
CMT-PaperAbstract-SIGKDD-Abstract,Type1,0.881,0.0143,0.6402,0.6402,0.5714,0.881,0.5,0.5714,0.8293,0.6667,0.7746,0.4488,0,0.2788,0.0,1.0,0.4488,0,both,none,0.0,N
CMT-PaperFullVersion-SIGKDD-Deadline_Paper_Submission,Type1,0.5848,0.1346,0.4422,0.4422,0.36,0.5848,0,0.44,0.1656,0.3077,0.6071,0.1494,0,0.1981,0.0,0.2222222222222222,0.1494,-0.0848,both,none,0.0,N
CMT-AssociatedChair-SIGKDD-General_Chair,Type1,0.569,0.0303,0.569,0.569,0.4375,0.4793,0,0.4375,0.3548,0.32,0.6,0,0,0.3333,0.0,0.46153846153846156,0,0,both,none,0.0,N
CMT-Paper-SIGKDD-Paper,Type1,1,0.5512,1,1,1,1,1,1,1,1,1,1,0,0.6667,1.0,1.0,0.3969,-0.2364,both,one,0.33333333333333337,Y
CMT-Chairman-SIGKDD-General_Chair,Type1,0.6279,0.2117,0.4492,0.4492,0.1538,0.6279,0,0.3846,0,0.3529,0.7792,0,0,0.3333,0.0,0.0,0,-0.1026,both,none,0.0,N
CMT-ProgramCommitteeMember-SIGKDD-Program_Committee_member,Type1,1,0.0474,1,1,1,1,1,1,0.9912,1,1,0,0,0.1992,1.0,1.0,0,-0.3661,both,one,0.33333333333333337,Y
CMT-ProgramCommittee-SIGKDD-Program_Committee,Type1,1,0.0474,1,1,1,1,1,1,0.9901,1,1,0,0,0,1.0,1.0,0,0,one,none,0.0,Y
CMT-ConferenceMember-SIGKDD-Conference_hall,Type1,0.8348,-0.096,0.5843,0.5843,0.6471,0.8348,0.6327,0.6471,0.4108,0.6429,0.5774,0.1809,0,0.1057,0.7333333333333333,0.0,0.0786,0.0786,both,one,0.33333333333333337,N
CMT-ProgramCommitteeChair-SIGKDD-Program_Committee_member,Type1,0.8815,-0.0366,0.8331,0.8331,0.7917,0.8815,0.7429,0.7917,0.657,0.7442,0.7416,0,0,0,0.782608695652174,0.043478260869565216,0,0,both,none,0.0,N
CMT-Meta-Review-SIGKDD-Review,Type2,0.8529,0.8029,0.3596,0,0.5455,0.8529,0.5161,0.5455,0,0.6154,1,0.2714,0,0.0905,0.0,1.0,0.2714,0.1831,both,none,0.0,N
CMT-ConferenceChair-SIGKDD-Conference,Type2,0.94,0.0919,0.5587,0.5587,0.625,0.94,0.6087,0.625,0.7071,0.7273,0.7746,0,0,0,1.0,0.0,0,-0.0965,one,none,0.0,N
CMT-Reviewer-SIGKDD-Review,Type2,0.9571,0.8571,0.3868,0.3868,0.75,0.9571,0.7273,0.75,0,0.8,1,0.1683,0,0.1342,1.0,0.0,0.1136,0.0223,both,one,0.25,N
CMT-Co-author-SIGKDD-Author,Type2,0.9,0.2296,0.4062,0,0.6667,0.9,0.64,0.6667,0,0.7273,1,0.2934,0,0.171,0.0,1.0,0.3545,-0.6455,both,one,0.25,N
CMT-ConferenceMember-SIGKDD-Conference,Type2,0.9308,0.096,0.5257,0.5257,0.5882,0.9308,0.5714,0.5882,0.6469,0.6957,0.8165,0,0,0,1.0,0.0,0,-0.0786,one,one,0.33333333333333337,N
CMT-ProgramCommitteeChair-SIGKDD-Program_Committee,Type2,0.9595,0.0413,0.7745,0.7745,0.7391,0.9595,0.7313,0.7391,0.8084,0.8333,0.8563,0.4973,0,0.1658,1.0,0.0,0.4973,0.4973,both,none,0.0,N
CMT-ProgramCommitteeChair-SIGKDD-Program_Chair,Type3,0.9182,-0.0413,0.7745,0.7745,0.5652,0.9182,0.5224,0.5652,0.8146,0.6875,0.8563,0,0,0,0.6923076923076923,0.46153846153846156,0,-0.4973,both,none,0.0,Y
CMT-AuthorNotReviewer-SIGKDD-Author_of_paper,Type4,0.6336,0.0728,0.4114,0.4114,0.5789,0.6336,0.3636,0.5789,0.313,0.3333,0.6333,1,0,0.4424,0.4666666666666667,0.13333333333333333,1,0,both,none,0.0,N
CMT-Paper-SIGKDD-Abstract,Type4,0.5,-0.5,0.2803,0.2803,0.125,0,0.0455,0.25,0,0,0.2,1,0,0.6667,0.0,0.0,0.3969,0,both,one,0.33333333333333337,N
CMT-Person-SIGKDD-Organizator,Type4,0.5,0.1134,0,0,0.0909,0,0.0323,0.1818,0,0,0.1667,0,1,0.3333,0.0,0.0,0.7005,0.2971,one,both,0.16666666666666663,N
CMT-Chairman-SIGKDD-Listener,Type4,0.5,0,0.0197,0.0197,0,0,0,0.25,0,0,0.125,1,0,0.4241,0.0,0.0,1,0.6643,both,none,0.0,N
CMT-Co-author-SIGKDD-Author_of_paper,Type4,0.6704,0.0903,0.4114,0,0.2,0.6704,0.3721,0.4,0,0.4,0.7528,1,0,0.4475,0.0,0.1111111111111111,1,0,both,none,0.0,N
CMT-ExternalReviewer-SIGKDD-Listener,Type4,0.5,0,0.2324,0.2324,0.2353,0,0.0408,0.2941,0,0,0.2965,1,0,0.4311,0.0,0.25,1,0.6643,both,none,0.0,N
CMT-ProgramCommitteeMember-SIGKDD-Organizator,Type4,0.9165,0.2899,0,0,0.2083,0,0.0286,0.25,0,0,0.2317,1,0.8331,0.7214,0.0,0.09090909090909091,0.8081,0.4212,both,both,0.0,N
CMT-Reviewer-SIGKDD-Registration_fee,Type4,0.2697,0.0081,0.0028,0.0028,0.25,0.1,0.087,0.3125,0,0,0.433,0.2166,0.3228,0.2282,0.25,0.0,0.4011,-0.0214,both,both,0.08333333333333337,N
CMT-Author-SIGKDD-Speaker,Type4,0.4117,-0.5883,0.2934,0.2934,0.1429,0,0,0.2857,0,0,0.1667,0.3472,0.4761,0.3705,0.0,0.16666666666666666,0.4206,0.0325,both,both,0.08333333333333337,N
CMT-Review-SIGKDD-Abstract,Type4,0.5,0,0.0119,0.0119,0,0,0,0.125,0,0,0.1667,1,0,0.6667,0.0,0.0,0.342,0,both,one,0.33333333333333337,N
CMT-ConferenceMember-SIGKDD-Speaker,Type4,1,0,0.2722,0.2722,0.1765,0,0,0.1765,0,0,0.3212,1,1,0.777,0.0,0.2857142857142857,0.4202,-0.3879,both,both,0.0,N
CMT-ProgramCommitteeChair-SIGKDD-Organizing_Committee,Type4,0.5613,-0.3981,0.4986,0.4986,0.3478,0.5613,0.0299,0.5652,0.3169,0.4103,0.5861,0.4973,0,0.1658,0.0,0.0,0.4973,0,both,none,0.0,N
CMT-PaperFullVersion-SIGKDD-Abstract,Type4,0.2244,-0.6184,0.1419,0.1419,0.1111,0,0.0192,0.1111,0,0,0.1512,0.4488,0,0.363,0.0,0.0,0.4488,0,both,none,0.0,N
CMT-User-SIGKDD-Speaker,Type4,1,0.3563,0.1425,0.1425,0.2857,0,0.0526,0.4286,0,0,0.5,1,1,0.7441,0.0,0.5,0.5818,0.2562,both,both,0.0,N
CONFERENCE-Conference_proceedings-CONFOF-Conference,Type1,0.8935,0.605,0.6009,0.6009,0.4545,0.8935,0.4375,0.4545,0.3327,0.5714,0.7746,0,0,0,1.0,0.0,0,0,one,none,0.0,N
CONFERENCE-Tutorial-CONFOF-Tutorial,Type1,1,0.6352,1,1,1,1,1,1,1,1,1,0.2783,0,0.4261,1.0,1.0,0.2783,0,both,none,0.0,Y
CONFERENCE-Reviewed_contribution-CONFOF-Contribution,Type1,0.875,0.28,0.5138,0.5138,0.5714,0.875,0.5574,0.5714,0.3991,0.6897,0.75,0,0.0924,0.0308,0.0,1.0,0.103,-0.0491,one,both,0.33333333333333337,N
CONFERENCE-Regular_author-CONFOF-Regular,Type1,0.91,0.0942,0.5035,0.5035,0.5,0.91,0.475,0.5,0.6387,0.5882,0.7638,0.2455,0,0.178,1.0,0.14285714285714285,0.1506,0.0944,both,one,0.25,N
CONFERENCE-Regular_contribution-CONFOF-Contribution,Type1,0.8871,0.0015,0.5122,0.5122,0.6,0.8871,0.5862,0.6,0.4645,0.7143,0.7559,0,1,0.3588,0.0,1.0,0.4011,0.3014,one,both,0.30000000000000004,N
CONFERENCE-Written_contribution-CONFOF-Contribution,Type1,0.8871,0.6733,0.5341,0.5341,0.6,0.8871,0.5862,0.6,0.3991,0.7143,0.8018,0,0.1311,0.0869,0.0,1.0,0.109,-0.0804,one,both,0.09999999999999998,N
CONFERENCE-Passive_conference_participant-CONFOF-Participant,Type1,0.8256,0.0625,0.4431,0.4431,0.3667,0.8256,0.3068,0.3667,0.5673,0.4865,0.6796,0.2228,0,0.1594,0.18181818181818182,1.0,0.3406,0.131,both,one,0.33333333333333337,N
CONFERENCE-Camera_ready_contribution-CONFOF-Camera_Ready_event,Type1,0.9204,0.0618,0.7314,0.7314,0.56,0.7754,0.5068,0.6,0.9204,0.5641,0.8,0.1689,0,0.0563,0.7222222222222222,0.0,0.1689,0.0775,both,none,0.0,N
CONFERENCE-Contribution_co-author-CONFOF-Contribution,Type1,0.9182,0.6817,0.276,0.5,0.5455,0.9182,0.5312,0.5455,0.3991,0.6667,0.7817,0,0,0.0168,1.0,0.0,0.1828,0.0991,one,one,0.5,N
CONFERENCE-Conference_contributor-CONFOF-Conference,Type1,0.8935,0.1346,0.5174,0.5174,0.4545,0.8935,0.4375,0.4545,0.3327,0.5926,0.8062,0.1194,0,0.133,1.0,0.0,0.202,0.0602,both,one,0.33333333333333337,N
CONFERENCE-Conference_participant-CONFOF-Participant,Type1,0.9005,0.007,0.5363,0.5363,0.5,0.8438,0.4844,0.5,0.9005,0.6207,0.7416,1,0.2552,0.5902,0.0,1.0,0.388,0.1448,both,both,0.0,Y
CONFERENCE-Paper-CONFOF-Paper,Type1,1,0.1667,1,1,1,1,1,1,1,1,1,0.5122,0,0.2776,1.0,1.0,0.5122,0,both,none,0.0,Y
CONFERENCE-Rejected_contribution-CONFOF-Contribution,Type1,0.875,0.6415,0.5,0.5,0.5714,0.875,0.5246,0.5714,0.3991,0.6897,0.75,0,0,0.0377,0.0,1.0,0.0823,-0.0871,one,one,0.5,N
CONFERENCE-Call_for_paper-CONFOF-Short_paper,Type1,0.5682,-0.2259,0.4387,0.4387,0.5,0.5682,0,0.5714,0.3777,0.381,0.7297,0.0514,0,0.0562,0.0,0.5454545454545454,0.0514,0,both,none,0.0,N
CONFERENCE-Conference_contribution-CONFOF-Contribution,Type1,0.8971,0.0096,0.5209,0.5209,0.5217,0.8971,0.4776,0.5217,0.7769,0.6667,0.8062,0,1,0.3951,0.25,1.0,0.3591,0.1498,one,both,0.16666666666666663,Y
CONFERENCE-Conference_applicant-CONFOF-Conference,Type1,0.9069,0.5902,0.5,0.5,0.5,0.9069,0.4828,0.5,0.5035,0.6154,0.7454,0.1194,0,0.133,1.0,0.0,0.0903,-0.0322,both,one,0.6,N
CONFERENCE-Track-workshop_chair-CONFOF-Chair_PC,Type1,0.5785,0.0785,0.2943,0.5434,0.2,0.5785,0.1552,0.25,0.4964,0.25,0.75,1,0,0.5121,0.0,0.0,1,0,both,none,0.0,N
CONFERENCE-Organizer-CONFOF-Participant,Type1,0.4351,0.0727,0.4351,0.4351,0.1818,0,0,0.2727,0,0,0.2222,0,0,0.0458,0.0,0.0,0,0,one,one,0.33333333333333337,N
CONFERENCE-Conference_document-CONFOF-Conference,Type1,0.9143,0.5846,0.5673,0.5673,0.5263,0.9143,0.5091,0.5263,0.3327,0.64,0.7906,0,0,0,1.0,0.0,0.1997,-0.0118,one,one,0.5,N
CONFERENCE-Active_conference_participant-CONFOF-Participant,Type1,0.7895,0.0192,0.4628,0.4628,0.3793,0.7895,0.3647,0.3793,0.5673,0.5,0.6912,0.2228,0,0.2421,0.0,1.0,0.3406,0.0558,both,one,0.33333333333333337,N
CONFERENCE-Conference_announcement-CONFOF-Conference,Type1,0.8875,0.571,0.6585,0.6585,0.4348,0.8875,0.4179,0.4348,0.3327,0.5714,0.8062,0.218,0,0.1528,1.0,0.0,0.218,-0.0005,both,none,0.0,N
CONFERENCE-Topic-CONFOF-Topic,Type1,1,0.7335,1,1,1,1,1,1,1,1,1,0,0,0,1.0,1.0,1,1,none,none,0.0,Y
CONFERENCE-Poster-CONFOF-Poster,Type1,1,0.7395,1,1,1,1,1,1,1,1,1,0.5209,0,0.2401,1.0,1.0,0.5209,0,both,none,0.0,Y
CONFERENCE-Committee_member-CONFOF-Member,Type1,0.8555,0.1798,0.6598,0.6598,0.375,0.7857,0.2174,0.375,0.8555,0.4444,0.7906,0.4151,0,0.1999,0.0,1.0,0.2234,-0.0299,both,one,0.33333333333333337,N
CONFERENCE-Presentation-CONFOF-Workshop,Type1,0.4944,0.0454,0.4944,0.4944,0.1667,0,0,0.25,0,0,0.125,0.2343,0,0.1242,0.0,0.0,0.2514,0,both,one,0.25,N
CONFERENCE-Organization-CONFOF-Organization,Type1,1,0.6251,1,1,1,1,1,1,1,1,1,0,0,0,1.0,1.0,0,0,none,one,0.5,Y
CONFERENCE-Person-CONFOF-Person,Type1,1,0.5849,1,1,1,1,1,1,1,1,1,0,0.5363,0.1788,1.0,1.0,0.3852,0.0736,none,both,0.0,Y
CONFERENCE-Accepted_contribution-CONFOF-Contribution,Type1,0.875,0.6334,0.5711,0.5711,0.5714,0.875,0.5246,0.5714,0.3991,0.6897,0.75,0,0.0857,0.0506,0.0,1.0,0.093,-0.0361,one,both,0.3571428571428571,N
CONFERENCE-Submitted_contribution-CONFOF-Contribution,Type1,0.8636,0.1875,0.5576,0.5576,0.5455,0.8636,0.5312,0.5455,0.3991,0.6667,0.7454,0,0.0809,0.0575,0.0,1.0,0.203,0.0508,one,both,0.16666666666666663,N
CONFERENCE-Conference_part-CONFOF-Conference,Type1,0.95,0.45,0.5143,0.5143,0.6667,0.95,0.6512,0.6667,0.3327,0.7619,0.7906,0,0,0,1.0,0.0,0.233,-0.4453,one,one,0.5,N
CONFERENCE-Publisher-CONFOF-Author,Type1,0.4301,0.1415,0.4301,0.4301,0.3333,0,0,0.3333,0,0,0.1667,0,0,0,0.0,0.16666666666666666,0,0,one,none,0.0,N
